"id";"sex";"affiliated";"time_secs"
"56120";"m";TRUE;853.2
"4021";"m";TRUE;874.3
"3813";"m";TRUE;884.3
"5963";"m";TRUE;899.6
"6311";"m";TRUE;903.9
"3845";"m";TRUE;905.4
"14622";"m";TRUE;910.2
"6363";"m";TRUE;915.2
"2207";"m";TRUE;917.7
"3383";"m";TRUE;920.8
"4617";"m";TRUE;928.9
"3829";"m";TRUE;947
"5555";"m";TRUE;951.5
"6306";"f";TRUE;957.2
"56166";"m";FALSE;959.9
"5832";"m";TRUE;960.6
"5436";"m";TRUE;968.6
"4342";"m";TRUE;971.3
"2377";"m";TRUE;978.7
"3975";"m";FALSE;981.5
"3529";"m";TRUE;981.9
"4032";"m";TRUE;982.9
"3927";"m";TRUE;983.4
"6308";"m";TRUE;983.8
"5983";"m";TRUE;983.9
"5914";"m";TRUE;987.7
"5960";"m";TRUE;990
"3463";"m";TRUE;990.8
"5964";"f";TRUE;990.8
"56096";"m";TRUE;992.4
"56117";"m";FALSE;994.1
"3092";"m";FALSE;1002.5
"15974";"m";TRUE;1002.8
"6319";"m";TRUE;1003.7
"2837";"m";TRUE;1004.1
"3681";"m";TRUE;1005.4
"2148";"m";TRUE;1010.3
"6314";"m";TRUE;1010.4
"5242";"m";TRUE;1010.5
"3810";"f";FALSE;1010.7
"56074";"m";TRUE;1011.2
"3349";"m";TRUE;1012.6
"5985";"m";TRUE;1014.2
"3840";"m";TRUE;1014.9
"3788";"m";TRUE;1018.9
"3432";"m";TRUE;1019.5
"5195";"m";FALSE;1022.7
"3410";"m";TRUE;1023.4
"56116";"m";FALSE;1023.5
"7351";"f";FALSE;1024.1
"56118";"m";FALSE;1026.1
"5775";"m";TRUE;1026.8
"6239";"m";TRUE;1027
"3311";"m";TRUE;1027.3
"10690";"m";TRUE;1027.6
"4397";"f";TRUE;1029.3
"3289";"m";FALSE;1030.7
"3722";"m";TRUE;1030.8
"3703";"m";TRUE;1032.7
"2818";"m";TRUE;1033
"2668";"m";FALSE;1033.6
"6112";"m";TRUE;1033.8
"4114";"m";FALSE;1034.7
"6274";"m";TRUE;1034.7
"3742";"m";FALSE;1034.9
"6374";"m";TRUE;1036.4
"3649";"m";FALSE;1038
"4969";"m";TRUE;1039.4
"5035";"m";TRUE;1040.5
"3002";"m";TRUE;1043.7
"56126";"f";TRUE;1043.9
"6334";"m";TRUE;1046.3
"3592";"m";FALSE;1047
"4726";"m";TRUE;1049.8
"3623";"m";FALSE;1050.5
"3417";"m";TRUE;1051.4
"3479";"m";TRUE;1052.6
"4690";"m";TRUE;1053.7
"3449";"m";FALSE;1054.2
"3535";"m";TRUE;1054.3
"2816";"m";TRUE;1057.5
"3068";"m";FALSE;1058.4
"3589";"m";TRUE;1059.8
"3046";"m";FALSE;1059.8
"3149";"m";TRUE;1061.5
"3397";"m";FALSE;1061.8
"3104";"m";TRUE;1062
"3506";"m";FALSE;1062.2
"3350";"m";TRUE;1062.5
