"id";"sex";"affiliated";"time_secs"
3605;"m";FALSE;893.6
2524;"m";FALSE;894.4
5308;"m";TRUE;914.6
3304;"m";TRUE;915.4
5309;"m";TRUE;926.3
4318;"m";TRUE;929.7
2697;"m";TRUE;943.7
5314;"m";TRUE;945.9
3143;"m";FALSE;949.1
3122;"m";FALSE;951.5
3361;"m";TRUE;966.4
5282;"m";FALSE;972.6
5268;"m";TRUE;975.1
1;"m";FALSE;976.3
4556;"m";FALSE;982.6
2073;"m";TRUE;982.7
3912;"m";TRUE;984.1
4008;"m";TRUE;988.1
3819;"m";TRUE;988.4
5380;"m";FALSE;992.1
3153;"m";TRUE;998
5369;"m";FALSE;1000.6
5284;"m";FALSE;1001.3
3342;"m";TRUE;1003.7
3172;"m";TRUE;1006.8
3198;"m";TRUE;1007
5262;"m";FALSE;1009.2
3366;"m";TRUE;1010.5
2227;"m";TRUE;1015.3
5297;"m";TRUE;1019.9
3529;"m";TRUE;1020.7
5278;"m";TRUE;1024.3
2456;"m";FALSE;1025
3197;"m";TRUE;1025.1
4005;"m";TRUE;1025.2
10358;"m";TRUE;1026.3
3037;"m";TRUE;1026.4
3438;"f";FALSE;1028.2
3462;"m";TRUE;1028.5
5267;"m";TRUE;1029.3
9117;"m";TRUE;1033.8
3787;"m";FALSE;1036.9
5328;"m";FALSE;1038.3
2043;"m";TRUE;1038.5
3066;"m";TRUE;1039.3
4099;"m";FALSE;1040.2
3478;"m";TRUE;1042.3
2392;"m";FALSE;1042.5
3584;"f";TRUE;1042.9
19294;"m";TRUE;1044.7
3989;"m";TRUE;1047.8
2391;"m";TRUE;1050.3
15240;"m";TRUE;1050.6
19;"f";TRUE;1050.7
3437;"m";FALSE;1052.4
3058;"m";TRUE;1052.9
2498;"m";FALSE;1054.6
3199;"m";FALSE;1056.7
2938;"m";TRUE;1056.8
3704;"m";TRUE;1056.9
3754;"m";TRUE;1057.8
3589;"m";TRUE;1059.6
3839;"m";TRUE;1061.3
4199;"m";TRUE;1061.8
4911;"m";TRUE;1063
5341;"m";TRUE;1065.4
3297;"f";TRUE;1066.3
4673;"m";TRUE;1066.3
2846;"m";FALSE;1066.3
14422;"f";FALSE;1068.5
5261;"m";TRUE;1069.6
4070;"m";TRUE;1069.7
2656;"m";TRUE;1070.3
5151;"m";TRUE;1071
2277;"f";TRUE;1071.4
3315;"m";TRUE;1075.7
2775;"m";TRUE;1080.1
4577;"m";TRUE;1080.7
2183;"m";FALSE;1081.1
2202;"f";TRUE;1081.3
4910;"m";TRUE;1082.7
2668;"m";FALSE;1082.7
4428;"m";TRUE;1083.3
3501;"m";TRUE;1085.8
3545;"m";FALSE;1086.7
3816;"m";TRUE;1089.3
3285;"m";TRUE;1091.8
3188;"m";TRUE;1092
2807;"m";FALSE;1092.4
4045;"m";TRUE;1092.5
3200;"m";TRUE;1094.5
2684;"m";TRUE;1095.1
5349;"m";TRUE;1098.3
2408;"m";FALSE;1098.4
3043;"m";TRUE;1099.2
3512;"m";TRUE;1100.1
3115;"m";FALSE;1101.6
2698;"m";TRUE;1101.7
5343;"m";TRUE;1102.3
2873;"m";TRUE;1103.6
2537;"m";FALSE;1103.6
3430;"m";FALSE;1104.6
2973;"m";TRUE;1105.7
3016;"f";TRUE;1106.2
3134;"m";TRUE;1106.8
3060;"m";TRUE;1107.3
7221;"m";FALSE;1107.3
2942;"m";TRUE;1109.5
3008;"m";TRUE;1110.4
3090;"m";TRUE;1111.1
2343;"m";TRUE;1111.3
3850;"m";TRUE;1111.6
2473;"f";FALSE;1111.7
10225;"m";TRUE;1113.6
3399;"m";FALSE;1113.6
4128;"m";TRUE;1114.6
2717;"m";FALSE;1115.1
13338;"f";TRUE;1115.2
4010;"m";FALSE;1115.3
3026;"m";TRUE;1116.7
2862;"m";FALSE;1116.8
5296;"m";TRUE;1116.8
3609;"m";TRUE;1117.1
3447;"f";FALSE;1117.7
4578;"m";TRUE;1118.3
3057;"m";TRUE;1119.4
3469;"m";TRUE;1119.5
2897;"m";TRUE;1120.6
3084;"m";TRUE;1120.8
4075;"m";TRUE;1120.9
